ID,Species,Owner,Country.of.Origin,Company,Region,Producer,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Color,altitude_low_meters,altitude_high_meters,altitude_mean_meters
716,Arabica,afca,Malawi,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Planters Coop Union,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,82.33,0.12,Green,1450,1450,1450
717,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,NA,2014,"October 15th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8,82.33,0.11,Blue-Green,1100,1100,1100
718,Arabica,juan luis alvarado romero,Guatemala,"armajaro guatemala, s. a.",jalapa,ROBERTO MONTERROSO,2014,"June 10th, 2014",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,82.33,0.12,Green,465,465,465
719,Arabica,dane loraas,Mexico,sustainable harvest,veracruz,Huatusco,2014,"April 2nd, 2014",Dane Loraas,NA,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.33,0.11,Green,-1,-1,-1
720,Arabica,the coffee source inc.,Colombia,the coffee source inc.,antioquia,SEVERAL,2013,"January 21st, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,82.33,0.1,Green,1300,1300,1300
721,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,changhua baguashan ??????,Zhang shui sheng,2013,"December 26th, 2013",CQI Taiwan ICP CQI,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,0.11,Green,200,200,200
722,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,taichung xinshe ??????,Lin yu ding,2013,"December 26th, 2013",CQI Taiwan ICP CQI,Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,0.11,Green,600,600,600
723,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,82.33,0.12,Green,399,399,399
724,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,NA,2013,"June 21st, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,82.33,0,Green,1750,1750,1750
725,Arabica,alfredo bojalil,Mexico,ecomtrading,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,2013,"March 15th, 2013",ALFREDO BOJALIL,Typica,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.33,0.12,Green,1300,1300,1300
726,Arabica,michael gavina,Costa Rica,NA,central valley,NA,2012,"October 9th, 2012",Michael Gavina,NA,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,7.67,82.33,0,Green,-1,-1,-1
727,Arabica,juan luis alvarado romero,Guatemala,finca el morito,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",2012,"October 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,82.33,0.11,Green,511,557,534
728,Arabica,saul m. hernandez ramirez,Mexico,NA,"jaltocan, hidalgo","SALAZAR HERNANDEZ, ROBERTO",2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Natural / Dry,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,7.58,82.33,0.15,None,441,441,441
729,Arabica,manuel herrera juarez,Mexico,finca los barreales,veracruz,MANUEL HERRERA JUAREZ,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Bourbon,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7,82.33,0.13,Green,1170,1170,1170
730,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,2012,"May 23rd, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,82.33,0.1,Green,399,399,399
731,Arabica,nucoffee,Brazil,nucoffee,grama valley,NA,2012,"April 11th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.33,0.12,Green,1100,1100,1100
732,Arabica,maria luisa del carmen rojas narvaez,Mexico,eczcafe fino s.a. de c.v.,santa catarina juquila,MARIA LUISA DELCARMEN ROJAS NARVAEZ,2012,"March 5th, 2012",MARIA LUISA DEL CARMEN ROJAS NARVAEZ,Typica,Washed / Wet,8,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,82.33,0.11,Green,1200,1400,1300
733,Arabica,nucoffee,Brazil,nucoffee,south of minas,NA,2012,"February 17th, 2012",NUCOFFEE,Mundo Novo,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.33,0.11,Green,950,950,950
734,Arabica,carcafe ltda ci,Colombia,carcafe ltda,huila,JAIME PULIDO / ERMILSON RAMOS,2012,"January 31st, 2012",CARCAFE LTDA CI,Caturra,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,82.33,0,Green,442,442,442
735,Arabica,klem organics,Brazil,klem organics coffee,brazil matas de minas,NAGIPE VIANA KLEM,NA,"November 15th, 2017",KlemOrganics,Catuai,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,7.5,82.25,0.09,Green,1100,1100,1100
736,Arabica,cqi taiwan icp cqi,Taiwan,,NA,0918232039,2016,"February 13th, 2017",CQI Taiwan ICP CQI,NA,,7,7.08,7,7.17,7.0,7.0,10.0,10.0,10.0,10,82.25,0.1,Blue-Green,-1,-1,-1
737,Arabica,juan luis alvarado romero,Guatemala,mercon guatemala s.a.,nuevo oriente,PABLO CHUY,2016,"August 31st, 2016",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,Green,1450,1450,1450
738,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,NA,2015,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,82.25,0,Green,1,1,1
739,Arabica,NA,El Salvador,NA,apaneca,"Tropical Farm Management El Salvador, S.A. de C.V.",2014,"July 8th, 2015",NA,Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,Green,1500,1500,1500
740,Arabica,cadexsa,Honduras,cadexsa,marcala,Omar Acosta,2015,"April 15th, 2015",CADEXSA,Catuai,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,Green,1350,1350,1350
741,Arabica,afca,Malawi,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.25,0.13,Blue-Green,1180,1180,1180
742,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,NA,2014,"October 16th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,82.25,0.11,Green,1100,1100,1100
743,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,nantou,Lin yu tang,2013,"December 26th, 2013",CQI Taiwan ICP CQI,Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25,0.11,Green,650,650,650
744,Arabica,jesus carlos cardenas valdivia,Mexico,NA,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,2013,"July 19th, 2013",JESUS CARLOS CARDENAS VALDIVIA,Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.25,0.12,Blue-Green,1338,1338,1338
745,Arabica,kona pacific farmers cooperative,United States,kona pacific farmers cooperative,kona,NA,2013,"May 3rd, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,82.25,0,Bluish-Green,-1,-1,-1
746,Arabica,saul m. hernandez ramirez,Mexico,NA,"calnali, hidalgo",FELIX DE LA CRUZ CASIMIRO,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,82.25,0.16,None,533,533,533
747,Arabica,juan luis alvarado romero,Guatemala,NA,antigua,"SIEMBRAS VISION, S.A.",2012,"September 19th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25,0.11,Green,424,424,424
748,Arabica,manuel herrera juarez,Mexico,finca los barreales,veracruz,MANUEL HERRERA JUAREZ,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Bourbon,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,82.25,0.13,Green,1170,1170,1170
749,Arabica,guillermo rojas saldana,Mexico,NA,juquila,NA,2012,"August 30th, 2012",GUILLERMO ROJAS SALDANA,Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.12,Green,1250,1250,1250
750,Arabica,adam kline,El Salvador,atlantic specialty coffee,NA,NA,2012,"August 21st, 2012",Adam Kline,NA,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.25,0,Green,-1,-1,-1
751,Arabica,sergio de la vequia bernardi,Mexico,NA,veracruz,SERGIO DE LA VEQUIA BERNARDI,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,82.25,0.11,Green,1100,1100,1100
752,Arabica,organizaciones de productores de cafe colimense,Mexico,organizaciones de productores de cafe colimense sa de cv,canoas,COOP,2012,"April 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25,0.1,Green,900,900,900
753,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,NA,2012,"February 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25,0.12,Green,1750,1750,1750
754,Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,huila,La Plata,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,82.25,0.11,Green,1600,1950,1775
755,Arabica,nucoffee,Brazil,nucoffee,NA,Carmem Lucia Chaves de Brito,2012,"January 23rd, 2012",NUCOFFEE,Arusha,Natural / Dry,7.67,7.58,7.42,7,7.5,7.58,10.0,10.0,10.0,7.5,82.25,0.12,Green,-1,-1,-1
756,Arabica,racafe & cia s.c.a,Colombia,NA,cauca,NA,NA,"March 1st, 2011",Racafe & Cia S.C.A,NA,,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,7.75,82.25,0.22,NA,-1,-1,-1
757,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,Ipanema Agricola,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,82.17,0.11,Green,934,934,934
758,Arabica,bismarck castro,Honduras,cigrah s.a de c.v,comayagua,Nahun Maldonado,2015,"June 9th, 2016",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,0.11,Bluish-Green,1500,1500,1500
759,Arabica,"bencafe, s. a.",Nicaragua,NA,jinotega,MARCIO ALBERTO RIVERA CASTELLON,NA,"March 15th, 2016","BENCAFE, S. A.",NA,,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,Green,1000,1000,1000
760,Arabica,langiro farm group,Tanzania,tawoca,ruvuma,Langiro farm group,2015,"November 16th, 2015",Langiro Farm group,Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.13,Green,1500,1800,1650
761,Arabica,ibero coffee trading co (t) ltd,Tanzania,ibero tanzania,northern,NA,2015,"October 20th, 2015",IBERO COFFEE TRADING CO (T) LTD,NA,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,Green,1600,1600,1600
762,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,NA,2015,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,82.17,0,Green,1,1,1
763,Arabica,doi tung development project,Thailand,doi tung development project,thailand,Doi Tung Development Project,2014,"June 9th, 2015",Doi Tung Development Project,NA,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,0.12,Bluish-Green,800,800,800
764,Arabica,cadexsa,Honduras,cadexsa,marcala,Omar Acosta,2015,"April 15th, 2015",CADEXSA,Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0.11,Green,1350,1350,1350
765,Arabica,essencecoffee,Guatemala,essence coffee,atitlan,NA,2014,"March 21st, 2015",EssenceCoffee,Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,0.09,Blue-Green,1500,1500,1500
766,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,cerrado,NA,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.12,Green,-1,-1,-1
767,Arabica,tembo coffee company ltd,Tanzania,tembo coffee company ltd,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,2014,"December 15th, 2014",Tembo Coffee Company Ltd,NA,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0.12,Green,1700,1700,1700
768,Arabica,j.andrade,Mexico,NA,veracruz,NA,2013,"July 15th, 2014",J.ANDRADE,NA,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,82.17,0.12,Green,1100,1100,1100
769,Arabica,lusso lab,Mexico,lusso coffee lab,"la concordia, chiapas",Union Ramal Santa Cruz,2013,"April 10th, 2014",LUSSO LAB,NA,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,None,1200,1600,1400
770,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,yunlin ?????,Guo Zhang Sheng,2013,"December 26th, 2013",CQI Taiwan ICP CQI,Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,0.11,Green,1200,1200,1200
771,Arabica,"lin, che-hao krude",Taiwan,"red on tree co., ltd.","dongshan dist., tainan city ??????",Jufeng-Tseng,2012,"May 29th, 2013","Lin, Che-Hao Krude",Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,0,Green,800,800,800
772,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,NA,2013,"March 20th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,0,Bluish-Green,1750,1750,1750
773,Arabica,saul m. hernandez ramirez,Mexico,NA,san bartolo tutotepec,AVILA MARTINEZ ADOLFO,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Washed / Wet,7.5,7.67,7,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.17,0.15,None,1144,1144,1144
774,Arabica,the coffee source inc.,Guatemala,the coffee source inc.,oriente,Several producers,2012,"August 2nd, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,7.25,7.75,7,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,0.12,None,1350,1350,1350
775,Arabica,salvador caro carrion,Mexico,NA,altotonga,SALVADOR CARO CARRION,2012,"July 11th, 2012",SALVADOR CARO CARRION,Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17,0.12,Green,1000,1000,1000
776,Arabica,organizaciones de productores de cafe colimense,Mexico,organizaciones de productores de cafe colimense sa de cv,colima,"OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA",2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,0.1,Green,1200,1200,1200
777,Arabica,exportadora de cafe condor s.a,Colombia,NA,huila,NA,NA,"February 9th, 2011",Exportadora de Cafe Condor S.A,NA,,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,82.17,0.08,NA,1800,1800,1800
778,Arabica,sanjava coffee,Indonesia,pt. shriya artha nusantara,aceh gayo,Various Farms,2017,"August 3rd, 2017",SanJava Coffee,Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,0.15,NA,1300,1300,1300
779,Arabica,NA,Colombia,skn caribecafe ltda,huila,NA,2016,"February 20th, 2017",NA,Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,82.08,0,Green,-1,-1,-1
780,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,Ipanema Agricola,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08,0.11,Green,894,894,894
781,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,NA,2015,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,82.08,0,Green,1,1,1
782,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,"cafetalera internacional cafinter, s.a.",tres rios,JOSE FRANCISCO GONZALEZ,2015,"April 10th, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,0,Blue-Green,1200,1400,1300
783,Arabica,balam hinyula,Tanzania,volcafe/taylorwinch tanzania ltd,kilimanjaro,AMPCG,2014,"March 25th, 2015",Balam Hinyula,Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,Green,1500,1500,1500
784,Arabica,ngorogoro convenant estate,Tanzania,ngorogoro convenant estate,ngorogoro,Ngorogoro Convenant Estate,2014,"January 8th, 2015",Ngorogoro Convenant Estate,NA,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,Green,1500,1700,1600
785,Arabica,cafe politico,Colombia,cafe politico,NA,NA,2013,"September 12th, 2014",Cafe Politico,NA,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,82.08,0.11,Green,-1,-1,-1
786,Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",turrialba,Cafetalera Aquiares,2013,"March 21st, 2014","CECA, S.A.",Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,0.11,Green,13,13,13
787,Arabica,kona pacific farmers cooperative,United States,kona pacific farmers cooperative,kona,NA,2012,"November 26th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08,0.11,Bluish-Green,-1,-1,-1
788,Arabica,NA,Mexico,NA,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,2012,"September 10th, 2012",NA,Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,0.13,Green,1300,1300,1300
789,Arabica,julio perez hernandez,Mexico,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,2012,"August 30th, 2012",JULIO PEREZ HERNANDEZ,Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08,0.13,Green,1800,1800,1800
790,Arabica,rosa aurora falcon fernandez,Mexico,NA,coatepec,ROSA AURORA FALCON FERNANDEZ,2012,"July 26th, 2012",ROSA AURORA FALCON FERNANDEZ,Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08,0.11,Green,1250,1250,1250
791,Arabica,royal base corporation,Vietnam,royal base corporation,don duong,"Apollo Co., LTd.",2012,"July 23rd, 2012",Royal Base Corporation,NA,Natural / Dry,7.67,8,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,0.12,Green,1040,1040,1040
792,Arabica,sergio de la vequia bernardi,Mexico,NA,veracruz,RAMIRO DE LA VEQUIA BERNARDI,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08,0.11,Green,1250,1250,1250
793,Arabica,kona pacific farmers cooperative,United States,cqi,kona,NA,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08,0.1,Green,-1,-1,-1
794,Arabica,carcafe ltda ci,Colombia,NA,cauca,NA,NA,"April 18th, 2011",CARCAFE LTDA CI,NA,,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,82.08,0.08,NA,1600,1600,1600
795,Arabica,bismarck castro,Honduras,cigrah s.a de c.v,el paraÃ­so,Santos Fonseca,2017,"June 1st, 2017",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82,0.12,Green,1600,1600,1600
796,Arabica,bismarck castro,Honduras,cigrah s.a de c.v,guinope el paraÃ­so,Santos Fonseca,2016,"April 6th, 2017",Bismarck Castro,Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82,0.1,Green,1600,1600,1600
797,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,Ipanema Agricola,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82,0.11,Green,944,944,944
798,Arabica,didas,Tanzania,tawoca,kilimanjaro,Mr & Mrs Didas Mallya,2015,"November 16th, 2015",Didas,NA,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82,0.13,Green,1500,1800,1650
799,Arabica,minwook ku,Laos,kettles coffee roasters,lao p.d.r.,HanYong Choi,2015,"November 5th, 2015",Minwook Ku,NA,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82,0.12,Blue-Green,1250,1250,1250
800,Arabica,finca estate,Tanzania,finca estate,meru,Finca Estate,2014,"December 18th, 2014",Finca Estate,NA,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82,0.12,Green,1300,1400,1350
801,Arabica,afca,Malawi,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,2014,"October 31st, 2014",AFCA,Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82,0.13,Bluish-Green,2500,2500,2500
802,Arabica,"lin, che-hao krude",Taiwan,"red on tree co., ltd.","dongshan dist., tainan city ??????",Chen Jin Lin,2013,"July 22nd, 2014","Lin, Che-Hao Krude",Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,82,0.09,Green,600,600,600
803,Arabica,doi tung development project,Thailand,doi tung development project,thailand,Doi Tung Development Project,2013,"June 20th, 2014",Doi Tung Development Project,NA,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,82,0.11,Green,800,800,800
804,Arabica,eric thormaehlen,Costa Rica,coricafe s.a.,central valley,VARIOS,2013,"June 9th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82,0.1,Green,1200,1400,1300
805,Arabica,beneficio santa rosa,Honduras,beneficio santa rosa s.a.,occidental,BSR,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82,0.11,Green,1400,1400,1400
806,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,huila,NA,2013,"September 13th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,82,0.11,Green,1800,2000,1900
807,Arabica,"lin, che-hao krude",Taiwan,"red on tree co., ltd.","dongshan dist., tainan city ??????","Lin Huang, A-Mien",2012,"June 3rd, 2013","Lin, Che-Hao Krude",Typica,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82,0.12,Bluish-Green,600,700,650
808,Arabica,owen carver,Brazil,NA,"minas gerais, br",NA,2012,"May 21st, 2013",Owen Carver,Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,82,0.11,Blue-Green,894,1183,1038
809,Arabica,jorge octavio escamilla prado,Mexico,NA,coscomatepec,JORGE OCTAVIO ESCAMILLA PRADO,2012,"July 11th, 2012",JORGE OCTAVIO ESCAMILLA PRADO,Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82,0.12,Green,940,940,940
